OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
844,PGA791,"Cleaning and Painting Bridges 1601400, 1612100, 1614201, 1614202 and 1614700",Prince George's,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=458,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
845,WA4831,"Cleaning and Painting Bridges 2101900, 2102100, 2105000, 2108300, 2112603/04, 2112703/04, 2113103/04 and 2114500",Washington,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=492,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
846,MVAPRJ000192,Hagerstown Fire Control System,Washington,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-77.733333,39.6028880000001,Motor Vehicle Administration,6,-8653235.0472,4808401.7442
847,MTAPRJ002301,MARC Joint Benefit CSX - Reconstruct Brunswick Turntable & Connecting Tracks,Frederick,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-77.6238499999999,39.31093,Maryland Transit Administration,7,-8641047.4554,4766307.9958
848,MTAPRJ001965,MARC Frederick Yard Compressed Air System Installation,Frederick,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=261,-77.391539,39.4007590000001,Maryland Transit Administration,7,-8615186.7132,4779240.5229
849,MVAPRJ000190,Frederick Fire Control,Frederick,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-77.376157,39.405764,Motor Vehicle Administration,7,-8613474.3968,4779961.5736
850,MTA1108,NS Corridor Cities Transitway (CCT),Montgomery,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=250,-77.277949,39.2191780000001,Maryland Transit Administration,3,-8602541.9322,4753115.7452
851,MTAPRJ002169,MARC Germantown Station Improvements,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=248,-77.2706439999999,39.1731790000001,Maryland Transit Administration,3,-8601728.7433,4746508.4241
852,MVAPRJ000191,Gaithersburg Fire Control,Montgomery,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-77.225875,39.1482150000001,Motor Vehicle Administration,3,-8596745.0811,4742924.3911
853,MTAPRJ002058,AGY American Legion Bridge OP Lanes Transit Study,Montgomery,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=252,-77.179524,38.969158,Maryland Transit Administration,3,-8591585.3113,4717254.6831
854,MTA0892,"LOTS - Montgomery County, Fixed Route Bus Replacement",Montgomery,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=234,-77.1457609999999,39.0815480000001,Maryland Transit Administration,3,-8587826.8314,4733359.3645
855,TSOGRT000343,White Flint Metro Station Access Improvement Grant,Montgomery,Grants,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=112,-77.112642173,39.0475973060001,The Secretary's Office,3,-8584140.0604,4728491.7733
856,MTA1488,NS Purple Line Capital Crescent Trail,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-77.097074,38.97891,Maryland Transit Administration,3,-8582407.0193,4718651.0611
857,MTA1487,NS Purple Line Bethesda,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-77.093654,38.983275,Maryland Transit Administration,3,-8582026.3067,4719276.1429
858,MTAPRJ002066,AGY Speaker Inspection and Replacement,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
859,MTAPRJ002236,AGY Homeland Security - 2022,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=199,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
860,MTA1526,NS Purple Line - Montgomery County Incentives,Montgomery,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-77.032272,38.993611,Maryland Transit Administration,3,-8575193.2937,4720756.4445
861,MTAPRJ002143,MARC Brunswick Line Master Plan Investments,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-77.031412,38.993888,Maryland Transit Administration,0,-8575097.5589,4720796.1188
862,MTAPRJ002300,MARC Joint Benefit CSX - Corridor Integrity Monitor,Statewide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-77.031412,38.993888,Maryland Transit Administration,0,-8575097.5589,4720796.1188
863,MTAPRJ002299,MARC Joint Benefit CSX - QN Tower Signal Upgrades to Washington Union Station,Baltimore City,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-77.003978655,38.9039464850001,Maryland Transit Administration,0,-8572043.6929,4707922.0551
864,1024,Replace Nice/Middleton Bridge,Charles,NB - NICE BRIDGE,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=532,-76.995860154,38.3623168840001,Maryland Transportation Authority,5,-8571139.9455,4630736.235
865,MTAPRJ002302,MARC Joint Benefit CSX - Installation of New Switch Panels at F-Tower,Baltimore City,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
866,MTA1042,NS Purple Line,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=230,-76.954492,38.985122,Maryland Transit Administration,3,-8566534.8637,4719540.6507
867,MTA1453,NS Associated Purple Line Projects,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-76.954492,38.985122,Maryland Transit Administration,3,-8566534.8637,4719540.6507
868,MTA1573,NS Transit Oriented Development Grant - Purple Line Corridor,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-76.954492,38.985122,Maryland Transit Administration,3,-8566534.8637,4719540.6507
869,MTAPRJ002304,MARC Joint Benefit CSX - Installation of New Switch Panels at JD Interlocking,Prince George's,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-76.9432399999999,38.94822,Maryland Transit Administration,3,-8565282.2968,4714257.2435
870,MTA1525,NS Purple Line - UM Bike Path,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-76.942641,38.987472,Maryland Transit Administration,3,-8565215.6164,4719877.2029
871,TSO0165,Virginia Manor Road Grant,Prince George's,Grants,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=106,-76.892900004,39.059294569,The Secretary's Office,3,-8559678.4741,4730168.5732
872,MVAPRJ000195,Waldorf Roof,Charles,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.906055,38.6144130000001,Motor Vehicle Administration,5,-8561142.8815,4666589.0824
873,MTAPRJ002214,LTR Cromwell Station Pond Repairs,Anne Arundel,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.6326349999999,39.1716420000001,Maryland Transit Administration,5,-8530705.9063,4746287.7232
874,MTAPRJ002216,MARC Muirkirk Pavement & SWM Repairs,Prince George's,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=261,-76.88389,39.062513,Maryland Transit Administration,3,-8558675.485,4730629.9833
875,MTAPRJ002330,MARC New Carrollton SOGR (Assoc. Projects),Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=261,-76.872265978,38.948406891,Maryland Transit Administration,3,-8557381.5048,4714283.9945
876,MTA1597,NS Purple Line - Polk Street Maintenance Facility Roof,Areawide,New Starts,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=231,-76.872146,38.9396830000001,Maryland Transit Administration,3,-8557368.1489,4713035.3589
877,MTA0893,LOTS Prince George's Co. Capital Assistance,Prince George's,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=235,-76.852135,38.9135230000001,Maryland Transit Administration,3,-8555140.5346,4709292.0433
878,MTAPRJ001880,MARC Laurel Platform Replacement,Prince George's,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=197,-76.8418789999999,39.1022290000001,Maryland Transit Administration,3,-8553998.8419,4736325.5964
879,MTAPRJ002305,MARC Joint Benefit CSX - Inaccessibility to Laurel Racetrack Station Tunnel,Howard,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-76.8336899999999,39.10556,Maryland Transit Administration,7,-8553087.2466,4736803.436
880,MVAPRJ000204,Largo Remodel,Prince George's,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.828727,38.896842,Motor Vehicle Administration,3,-8552534.7679,4706905.8277
881,MTA0687,MARC Joint Benefit Projects - CSX,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-76.776089,39.151326,Maryland Transit Administration,0,-8546675.1326,4743370.962
882,MTAPRJ002047,BUS Fast Forward Liberty Road Shelters,Baltimore,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.7656259999999,39.3563730000001,Maryland Transit Administration,4,-8545510.3967,4772848.2683
883,MTAPRJ001935,MARC TMDL Bowie State SWM Repair and Retrofit,Prince George's,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.764019,39.0195410000001,Maryland Transit Administration,3,-8545331.5063,4724471.0398
884,MTAPRJ002303,MARC Joint Benefit CSX - Installation of New Switch Panels at Dorsey,Anne Arundel,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=191,-76.74441,39.18267,Maryland Transit Administration,5,-8543148.6424,4747871.3623
885,MTA1516,AGY POL Video Management System Replacement,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=262,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
886,MTAPRJ002007,MTR Reisterstown Plaza Elevators,Baltimore City,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=228,-76.7068159999999,39.35191,Maryland Transit Administration,0,-8538963.6975,4772205.7536
887,MTAPRJ001844,MARC Odenton Station Renovation,Anne Arundel,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=196,-76.706441,39.0871270000001,Maryland Transit Administration,5,-8538921.9527,4734159.4629
888,MTAPRJ001718,MOL Patterson Ave Facility Wall Monitor Upgrade,Baltimore,Mobility,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=261,-76.705662,39.35321,Maryland Transit Administration,4,-8538835.2348,4772392.9036
889,MTAPRJ002050,BUS Modernization of Route and Stop Spatial Data,Statewide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
890,MTAPRJ002052,LTR - Cost Estimate Support Services,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
891,MTAPRJ002053,BUS Raise Project,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=223,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
892,MTAPRJ002088,BUS North West Division Transportation Roof Replacement,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.7054889999999,39.3465190000001,Maryland Transit Administration,0,-8538815.9765,4771429.6945
893,MTAPRJ001934,BUS TMDL Northwest Bus SWM Repair and Retrofit,Baltimore City,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.7054889999999,39.3465190000001,Maryland Transit Administration,0,-8538815.9765,4771429.6945
894,MTAPRJ001720,MTR Interlockings - Reisterstown Plaza East,Baltimore City,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=205,-76.704628,39.35191,Maryland Transit Administration,0,-8538720.1304,4772205.7536
895,MTAPRJ001725,MTR Reisterstown Plaza Station ADA Improvements & Stair No. 2 Replacement,Baltimore City,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=206,-76.704628,39.35191,Maryland Transit Administration,0,-8538720.1304,4772205.7536
896,MTA0091,MTR Railcar ongoing Emergency Repair Fund,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=207,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
897,MTA0529,MTR Tunnel Preservation Fund,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=210,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
898,MTA1281,MTR Railcar Vehicle Sub-System Overhaul,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=207,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
899,MTA1415,MTR Fleet & Train Control Replacement Program,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=207,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
900,MTA1464,MTR Maintenance of Way Improvements,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=200,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
901,MTA1477,MTR Signal System Preservation,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=207,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
902,MTA1530,MTR Wabash Shop Equipment Upgrades,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=208,-76.698301,39.3473720000001,Maryland Transit Administration,0,-8538015.812,4771552.4837
903,MTA1532,MTR Dewatering Stations Control & Equipment Replacement,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=210,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
904,MTA1533,MTR AC Secondary Breaker Refurbishment,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=209,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
905,MTA1535,MTR UPS Battery Replacement,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=262,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
906,MTA1558,MTR Synchronous Optical Network Replacement,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=209,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
